value,1.5060E-16,0.01045,0.00045
value,1.3588E-16,0.01135,0.00045
value,1.2460E-16,0.01225,0.00045
value,1.1620E-16,0.01315,0.00045
value,1.0832E-16,0.01405,0.00045
value,1.0015E-16,0.01495,0.00045
value,9.2815E-17,0.01585,0.00045
value,8.7443E-17,0.01675,0.00045
value,8.1499E-17,0.01765,0.00045
value,7.9745E-17,0.01855,0.00045
value,7.5030E-17,0.01945,0.00045
value,6.9646E-17,0.02035,0.00045
value,7.0607E-17,0.02125,0.00045
value,6.1792E-17,0.02215,0.00045
value,6.0913E-17,0.02305,0.00045
value,5.9057E-17,0.02395,0.00045
value,5.7478E-17,0.02485,0.00045
value,6.0050E-17,0.02575,0.00045
value,5.8297E-17,0.02665,0.00045
value,4.7822E-17,0.02755,0.00045
value,4.3185E-17,0.02845,0.00045
value,4.5707E-17,0.02935,0.00045
value,4.5629E-17,0.03025,0.00045
value,4.4970E-17,0.03115,0.00045
value,4.4490E-17,0.03205,0.00045
value,4.2183E-17,0.03295,0.00045
value,3.9506E-17,0.03385,0.00045
value,3.7531E-17,0.03475,0.00045
value,3.6613E-17,0.03565,0.00045
value,3.5918E-17,0.03655,0.00045
value,3.5499E-17,0.03745,0.00045
value,3.4455E-17,0.03835,0.00045
value,3.5168E-17,0.03925,0.00045
value,3.3690E-17,0.04015,0.00045
value,3.3884E-17,0.04105,0.00045
value,3.2156E-17,0.04195,0.00045
value,3.2678E-17,0.04285,0.00045
value,3.0690E-17,0.04375,0.00045
value,3.1106E-17,0.04465,0.00045
value,2.9273E-17,0.04555,0.00045
value,2.9573E-17,0.04645,0.00045
value,2.9317E-17,0.04735,0.00045
value,2.8865E-17,0.04825,0.00045
value,3.0662E-17,0.04915,0.00045
value,3.0109E-17,0.05005,0.00045
value,2.8792E-17,0.05095,0.00045
value,2.8121E-17,0.05185,0.00045
value,2.6288E-17,0.05275,0.00045
value,2.6879E-17,0.05365,0.00045
value,2.7549E-17,0.05455,0.00045
value,1.8712E-17,0.05545,0.00045
value,1.8022E-17,0.05635,0.00045
value,2.0965E-17,0.05725,0.00045
value,2.0782E-17,0.05815,0.00045
value,2.2495E-17,0.05905,0.00045
value,2.2431E-17,0.05995,0.00045
value,2.2407E-17,0.06085,0.00045
value,2.1787E-17,0.06175,0.00045
value,2.1515E-17,0.06265,0.00045
value,2.0690E-17,0.06355,0.00045
value,2.2233E-17,0.06445,0.00045
value,2.0915E-17,0.06535,0.00045
value,2.0557E-17,0.06625,0.00045
value,1.9871E-17,0.06715,0.00045
value,2.0253E-17,0.06805,0.00045
value,1.9351E-17,0.06895,0.00045
value,1.9334E-17,0.06985,0.00045
value,1.9874E-17,0.07075,0.00045
value,1.9401E-17,0.07165,0.00045
value,1.9432E-17,0.07255,0.00045
value,1.8345E-17,0.07345,0.00045
value,1.6861E-17,0.07435,0.00045
value,1.8158E-17,0.07525,0.00045
value,1.7707E-17,0.07615,0.00045
value,1.8071E-17,0.07705,0.00045
value,1.7531E-17,0.07795,0.00045
value,1.7681E-17,0.07885,0.00045
value,1.7813E-17,0.07975,0.00045
value,1.7773E-17,0.08065,0.00045
value,1.7700E-17,0.08155,0.00045
value,1.6973E-17,0.08245,0.00045
value,1.5803E-17,0.08335,0.00045
value,1.5010E-17,0.08425,0.00045
value,1.4582E-17,0.08515,0.00045
value,1.5692E-17,0.08605,0.00045
value,1.5147E-17,0.08695,0.00045
value,1.5187E-17,0.08785,0.00045
value,1.0352E-17,0.08875,0.00045
value,1.3399E-17,0.08965,0.00045
value,1.3839E-17,0.09055,0.00045
value,1.3871E-17,0.09145,0.00045
value,1.4385E-17,0.09235,0.00045
value,1.4379E-17,0.09325,0.00045
value,1.4361E-17,0.09415,0.00045
value,1.4217E-17,0.09505,0.00045
value,1.4191E-17,0.09595,0.00045
value,1.3835E-17,0.09685,0.00045
value,1.3984E-17,0.09775,0.00045
value,1.4537E-17,0.09865,0.00045
value,1.4087E-17,0.09955,0.00247
value,1.2887E-17,0.10450,0.00450
value,1.1745E-17,0.11350,0.00450
value,1.3099E-17,0.12250,0.00450
value,8.9823E-18,0.13150,0.00450
value,9.3882E-18,0.14050,0.00450
value,8.8027E-18,0.14950,0.00450
value,9.9458E-18,0.15850,0.00450
value,7.7775E-18,0.16750,0.00450
value,7.0805E-18,0.17650,0.00450
value,6.4088E-18,0.18550,0.00450
value,6.3618E-18,0.19450,0.00450
value,6.4456E-18,0.20350,0.00450
value,5.1132E-18,0.21250,0.00450
value,5.2134E-18,0.22150,0.00450
value,6.1045E-18,0.23050,0.00450
value,5.6043E-18,0.23950,0.00450
value,4.0969E-18,0.24850,0.00450
value,4.1707E-18,0.25750,0.00450
value,4.4106E-18,0.26650,0.00450
value,4.5487E-18,0.27550,0.00450
value,4.5645E-18,0.28450,0.00450
value,3.5728E-18,0.29350,0.00450
value,4.4352E-18,0.30250,0.00450
value,4.9766E-18,0.31150,0.00450
value,4.3289E-18,0.32050,0.00450
value,3.1845E-18,0.32950,0.00450
value,3.1723E-18,0.33850,0.00450
value,3.2530E-18,0.34750,0.00450
value,2.5725E-18,0.35650,0.00450
value,2.2993E-18,0.36550,0.00450
value,2.1805E-18,0.37450,0.00450
value,2.0375E-18,0.38350,0.00450
value,2.1030E-18,0.39250,0.00450
value,2.2168E-18,0.40150,0.00450
value,2.1562E-18,0.41050,0.00450
value,1.8961E-18,0.41950,0.00450
value,1.6486E-18,0.42850,0.00450
value,1.5343E-18,0.43750,0.00450
value,1.7368E-18,0.44650,0.00450
value,2.1334E-18,0.45550,0.00450
value,2.5522E-18,0.46450,0.00450
value,2.7937E-18,0.47350,0.00450
value,3.0191E-18,0.48250,0.00450
value,3.1399E-18,0.49150,0.00450
value,3.2744E-18,0.50050,0.00450
value,2.4472E-18,0.50950,0.00450
value,2.7921E-18,0.51850,0.00450
value,2.8125E-18,0.52750,0.00450
value,2.8469E-18,0.53650,0.00450
value,3.1762E-18,0.54550,0.00450
value,3.0042E-18,0.55450,0.00450
value,2.7392E-18,0.56350,0.00450
value,2.7408E-18,0.57250,0.00450
value,2.6354E-18,0.58150,0.00450
value,2.3637E-18,0.59050,0.00450
value,2.3333E-18,0.59950,0.00450
value,2.1829E-18,0.60850,0.00450
value,2.2499E-18,0.61750,0.00450
value,2.4172E-18,0.62650,0.00450
value,2.8607E-18,0.63550,0.00450
value,2.0418E-18,0.64450,0.00450
