value,1.1186E-23,0.01045,0.00045
value,1.0159E-23,0.01135,0.00045
value,9.4491E-24,0.01225,0.00045
value,8.9576E-24,0.01315,0.00045
value,8.1197E-24,0.01405,0.00045
value,7.8704E-24,0.01495,0.00045
value,7.0467E-24,0.01585,0.00045
value,6.8614E-24,0.01675,0.00045
value,6.2917E-24,0.01765,0.00045
value,6.3239E-24,0.01855,0.00045
value,5.8051E-24,0.01945,0.00045
value,5.2621E-24,0.02035,0.00045
value,5.3603E-24,0.02125,0.00045
value,4.8032E-24,0.02215,0.00045
value,4.9122E-24,0.02305,0.00045
value,4.7822E-24,0.02395,0.00045
value,4.4919E-24,0.02485,0.00045
value,4.4255E-24,0.02575,0.00045
value,4.7061E-24,0.02665,0.00045
value,3.7968E-24,0.02755,0.00045
value,3.4543E-24,0.02845,0.00045
value,3.5365E-24,0.02935,0.00045
value,3.6066E-24,0.03025,0.00045
value,3.8056E-24,0.03115,0.00045
value,3.7241E-24,0.03205,0.00045
value,3.5956E-24,0.03295,0.00045
value,3.3196E-24,0.03385,0.00045
value,2.9646E-24,0.03475,0.00045
value,2.9348E-24,0.03565,0.00045
value,2.9264E-24,0.03655,0.00045
value,2.6217E-24,0.03745,0.00045
value,3.0672E-24,0.03835,0.00045
value,2.9741E-24,0.03925,0.00045
value,2.8252E-24,0.04015,0.00045
value,2.7936E-24,0.04105,0.00045
value,2.9193E-24,0.04195,0.00045
value,2.6792E-24,0.04285,0.00045
value,2.6977E-24,0.04375,0.00045
value,2.4970E-24,0.04465,0.00045
value,2.5784E-24,0.04555,0.00045
value,2.4662E-24,0.04645,0.00045
value,2.5012E-24,0.04735,0.00045
value,2.5582E-24,0.04825,0.00045
value,2.4955E-24,0.04915,0.00045
value,2.4545E-24,0.05005,0.00045
value,2.5080E-24,0.05095,0.00045
value,2.4074E-24,0.05185,0.00045
value,2.6050E-24,0.05275,0.00045
value,2.2899E-24,0.05365,0.00045
value,2.2570E-24,0.05455,0.00045
value,1.4019E-24,0.05545,0.00045
value,1.4809E-24,0.05635,0.00045
value,1.6113E-24,0.05725,0.00045
value,1.9463E-24,0.05815,0.00045
value,1.8149E-24,0.05905,0.00045
value,1.8238E-24,0.05995,0.00045
value,1.7694E-24,0.06085,0.00045
value,1.7949E-24,0.06175,0.00045
value,1.8260E-24,0.06265,0.00045
value,1.8231E-24,0.06355,0.00045
value,1.7973E-24,0.06445,0.00045
value,1.8670E-24,0.06535,0.00045
value,1.8670E-24,0.06625,0.00045
value,1.7281E-24,0.06715,0.00045
value,1.8230E-24,0.06805,0.00045
value,1.8102E-24,0.06895,0.00045
value,1.6897E-24,0.06985,0.00045
value,1.7727E-24,0.07075,0.00045
value,1.7719E-24,0.07165,0.00045
value,1.7062E-24,0.07255,0.00045
value,1.6037E-24,0.07345,0.00045
value,1.5004E-24,0.07435,0.00045
value,1.4621E-24,0.07525,0.00045
value,1.6046E-24,0.07615,0.00045
value,1.5922E-24,0.07705,0.00045
value,1.6145E-24,0.07795,0.00045
value,1.4245E-24,0.07885,0.00045
value,1.6192E-24,0.07975,0.00045
value,1.6199E-24,0.08065,0.00045
value,1.5600E-24,0.08155,0.00045
value,1.4505E-24,0.08245,0.00045
value,1.3180E-24,0.08335,0.00045
value,1.2914E-24,0.08425,0.00045
value,1.2793E-24,0.08515,0.00045
value,1.2329E-24,0.08605,0.00045
value,1.3782E-24,0.08695,0.00045
value,1.4491E-24,0.08785,0.00045
value,8.8800E-25,0.08875,0.00045
value,1.1045E-24,0.08965,0.00045
value,1.2524E-24,0.09055,0.00045
value,1.2946E-24,0.09145,0.00045
value,1.3121E-24,0.09235,0.00045
value,1.2442E-24,0.09325,0.00045
value,1.1918E-24,0.09415,0.00045
value,1.3988E-24,0.09505,0.00045
value,1.3169E-24,0.09595,0.00045
value,1.2494E-24,0.09685,0.00045
value,1.2794E-24,0.09775,0.00045
value,1.2317E-24,0.09865,0.00045
value,6.8612E-24,0.09955,0.00247
value,1.1663E-23,0.10450,0.00450
value,1.0938E-23,0.11350,0.00450
value,1.2533E-23,0.12250,0.00450
value,7.7794E-24,0.13150,0.00450
value,8.7795E-24,0.14050,0.00450
value,8.4453E-24,0.14950,0.00450
value,9.2592E-24,0.15850,0.00450
value,6.9842E-24,0.16750,0.00450
value,6.4621E-24,0.17650,0.00450
value,5.9136E-24,0.18550,0.00450
value,5.5932E-24,0.19450,0.00450
value,5.8325E-24,0.20350,0.00450
value,4.4313E-24,0.21250,0.00450
value,4.5076E-24,0.22150,0.00450
value,5.7019E-24,0.23050,0.00450
value,5.0924E-24,0.23950,0.00450
value,3.6084E-24,0.24850,0.00450
value,3.7534E-24,0.25750,0.00450
value,4.2077E-24,0.26650,0.00450
value,4.4000E-24,0.27550,0.00450
value,4.4380E-24,0.28450,0.00450
value,3.1967E-24,0.29350,0.00450
value,4.2818E-24,0.30250,0.00450
value,4.8455E-24,0.31150,0.00450
value,4.2814E-24,0.32050,0.00450
value,2.8546E-24,0.32950,0.00450
value,3.0407E-24,0.33850,0.00450
value,3.1725E-24,0.34750,0.00450
value,2.3511E-24,0.35650,0.00450
value,2.3333E-24,0.36550,0.00450
value,2.1776E-24,0.37450,0.00450
value,2.0551E-24,0.38350,0.00450
